date_of_report,date_of_reports,ref,deceased_name,deceased_names,coroner_name,coroner_area,category,this_report_is_being_sent_to,these_report_are_being_sent_to,url
24 March 2014,,2014-0137,Jackson Chadd,,Karen Henderson,Surrey,Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/jackson-chadd/
24 March 2014,,2014-0138,Phyllis Barnes,,Karen Henderson,Surrey,Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/phyllis-barnes/
21 March 2014,,2014-0133,Kerry Jacobs,,Bridget Dolan,West Sussex,Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/kerry-jacobs/
21 March 2014,,2014-0130,Derrick Plater,,David Osborne,Norfolk,Community health care and emergency services related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/derrick-plater/
21 March 2014,,2014-0129,Norma Sheppard,,Andrew Haigh,Staffordshire South,Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/norma-sheppard/
20 March 2014,,2014-0190,Robert Jones,,Jonathan Layton,Carmarthenshire and Pembrokeshire,Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/robert-jones-2/
19 March 2014,,2014-0131,Christopher Williams,,Alan Moore,Cheshire,Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/christopher-williams/
18 March 2014,,2014-0126,David Chatburn,,L J Hashmi,Manchester (North),Community health care and emergency services related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/david-chatburn/
17 March 2014,,2014-0118,Charles Bradley,,Andre Rebello,Liverpool,Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/charles-bradley/
17 March 2014,,2014-0124,Peter Banks,,Andrew Haigh,Staffordshire South,Road (Highways Safety) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/peter-banks/
17 March 2014,,2014-0125,Daniel Taylor,,Andrew Haigh,Staffordshire (South),Road (Highways Safety) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/daniel-taylor/
14 March 2014,,2014-0117,David Oldfield,,Melanie Williamson,West Yorkshire (East),State Custody related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/david-oldfield/
14 March 2014,,2014-0115,Michael Tarratt,,Lydia Brown,Leicester City & South Leicestershire,Community health care and emergency services related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/michael-tarratt/
14 March 2014,,2014-0120,Gavin Roberts,,N J Mundy,Rotherham,Road (Highways Safety) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/gavin-roberts/
14 March 2014,,2014-0119,Matthew Simmonds,,Grahame Short,Hampshire (Central),Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/matthew-simmonds/
13 March 2014,,2014-0114,Janette Sutherland,,Wendy James,Gwent,Road (Highways Safety) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/janette-sutherland/
13 March 2014,,2014-0112,Jean James,,Derek Winters,Sunderland,Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/jean-james-2/
13 March 2014,,2014-0123,Noel Williams,,Anthony Eastwoods,Teesside,Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/noel-williams/
12 March 2014,,2014-0113,Wendy Brown,,David Ridley,Wiltshire & Swindon,Community health care and emergency services related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/wendy-brown/
12 March 2014,,2014-0109,Stephen Tilbury,,Nadia Persuad,London (East),Road (Highways Safety) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/stephen-tilbury/
12 March 2014,,2014-0122,Andrew Hall,,Anthony Eastwood,Teesside,State Custody related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/andrew-hall/
11 March 2014,,2014-0110,Teresa Lonergan,,Andrew Harris,London Inner (South),Community health care and emergency services related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/teresa-lonergan/
11 March 2014,,2014-0108,Saleh Ali Dalie,,Louise Hunt,Birmingham & Solihull,Road (Highways Safety) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/saleh-ali-dalie/
11 March 2014,,2014-0107,Afifa Qaisar,,John Pollard,Manchester (South),Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/afifa-qaisar/
11 March 2014,,2014-0105,Lorna Cullen,,Allison Summers,Mid Kent & Medway,Other related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/lorna-cullens/
11 March 2014,,2014-0121,Christopher Shapley,,Christopher Woolley,Cardiff & the Vale of Glamorgan,,,,https://www.judiciary.uk/prevention-of-future-death-reports/christopher-shapley/
10 March 2014,,2014-0106,Craig Marren,,David Hinchliff,West Yorkshire (East),Road (Highways Safety) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/craig-marren/
10 March 2014,,2014-0104,Derrick Rivers,,Lisa Hashmi,Manchester (North),Care Home Health related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/derrick-rivers/
6 March 2014,,2014-0100,Natasha Raghoo,,David Skipp,West Sussex,Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/natasha-raghoo/
5 March 2014,,2014-0103,Neil Carter,,Sean Cummings,London (West),Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/neil-carter/
5 March 2014,,2014-0102,Stephen Ellis,,John Pollard,Manchester (South),Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/stephen-ellis/
5 March 2014,,2014-0101,Nellie Travis,,John Pollard,Manchester (South),Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/nellie-travis/
5 March 2014,,2014-0099,Barry Dillion,,Michael Singleton,"Blackburn, Hyndburn & Ribble Valley",Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/barry-dillion/
5 March 2014,,2014-0098,John Fox,,Fiona Wilcox,London Inner (West),Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/john-fox/
4 March 2014,,2014-0096,Ryan Pettengell,,Jacqueline Lake,Norfolk,Other related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/ryan-pettengell/
4 March 2014,,2014-0095,Kathleen Border,,David Horsley,Portsmouth & South East Hampshire,Other related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/kathleen-border/
4 March 2014,,2014-0181,Anne-Marie Katherine Ellement,,Nichola Rheinberg,Wiltshire & Swindon,Service Personnel related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/anne-marie-katherine-ellement/
3 March 2014,,2014-0097,Lee MacPherson,,Elizabeth Pygott,London (West),State Custody related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/lee-macpherson/
3 March 2014,,2014-0093,Marco Lima De Araujo,,David Horsley,Portsmouth & South East Hampshire,Other related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/marco-lima-de-araujo/
3 March 2014,,2014-0092,Carl Morris,,Robert Chapman,Cumbria (North & West),Other related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/carl-morris/
3 March 2014,,2014-0091,Margaret Easterfield,,Rachel Redman,Kent (South East & Central),Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/margaret-easterfield/
3 March 2014,,2014-0088,Kirabo Kiwanuka,,Andrew Harris,London Inner (South),Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/kirabo-kiwanuka/
3 March 2014,,2014-0086,Kevin Pearson,,Paul Kelly,North Lincolnshire & Grimsby,Accident at Work and Health and Safety related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/kevin-pearson/
28 February 2014,,2014-0085,Richard White,,Crispin Oliver,County Durham & Darlington,Other related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/richard-white/
28 February 2014,,2014-0229,Peter Norman Nott,,Nichola Graham,Oxfordshire,Care Home Health related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/peter-norman-nott/
28 February 2014,,2014-0084,Nathan Douthwaite,,Andrew Tweddle,County Durham & Darlington,Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/nathan-douthwaite/
27 February 2014,,2014-0083,Victoria Meppen-Walter,,Lisa Hashmi,Manchester (North),Product related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/victoria-meppen-walter/
27 February 2014,,2014-0082,Malcolm Potter,,Belinda Cheney,Cambridgeshire (South & West),Railway related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/malcolm-potter/
26 February 2014,,2014-0087,Sean Cunningham,,S P Fisher,Lincolnshire (Central),Product related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/sean-cunningham/
26 February 2014,,2014-0081,Herta Woods,,Veronica Hamilton-Deeley,Brighton & Hove,Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/herta-woods/
26 February 2014,,2014-0080,Bertram Hamilton,,Robin Balmain,Black Country,Other related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/bertram-hamilton/
26 February 2014,,2014-0078,Hazel Polkinghorn,,Stuart Fisher,Central Lincolnshire,Mental Health related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/hazel-polkinghorn/
26 February 2014,,2014-0076,Samuel Shaw,,Tony Brown,North Northumberland,Road (Highways Safety) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/samuel-shaw/
26 February 2014,,2014-0075,Sidney Harvey,,Siobhan Kelly,South Lincolnshire,Other related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/50854-2/
25 February 2014,,2014-0089,Andre Matei,,Andrew Walker,London (North),Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/andre-matei/
25 February 2014,,2014-0072,Stephen Palmer,,Veronica Hamilton-Deeley,Brighton & Hove,Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/stephen-palmer/
25 February 2014,,2014-0079,Lee Curran,,Jennifer Leeming,Manchester (West),State Custody related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/lee-curran/
25 February 2014,,2014-0077,Arthur Brockett-Deakins,,Andrew Harris,London Inner (South),Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/arthur-brockett-deakins/
25 February 2014,,2014-0074,Rachel Burke,,Andrew Harris,London Inner (South),Other related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/50851-2/
24 February 2014,,2014-0071,Kenneth Aldridge,,Peter Bedford,Berkshire,Road (Highways Safety) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/kenneth-aldridge/
24 February 2014,,2014-0069,Mark Burgess,,Michael Singleton,"Blackburn, Hyndburn & Ribble Valley",Road (Highways Safety) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/mark-burgess/
24 February 2014,,2014-0090,James Sutton,,Andrew Walker,London (North),Hospital Death (Clinical Procedures and medical management) related deaths,,,https://www.judiciary.uk/prevention-of-future-death-reports/james-sutton/
2 December 2013,,2013-0332,Karl Olof Nilsson,,Caroline Sarah Sumeray,West Yorkshire (Western),Road (Highways Safety),,,https://www.judiciary.uk/prevention-of-future-death-reports/nilsson-2013-0332/
6 December 2013,,2013-0330,Keith Barton,,Patricia Harding,Mid Kent and Medway,Care Home Health,,,https://www.judiciary.uk/prevention-of-future-death-reports/barton-2013-0330/
5 December 2013,,2013-0328,Karl Doran,,Andrew Tweddle,County Durham and Darlington,Other,,,https://www.judiciary.uk/prevention-of-future-death-reports/doran-2013-0328/
4 December 2013,,2013-0327,Keith Thomas Graham,,D.Ll. Roberts,North and West Cumbria,Hospital Related Death,,,https://www.judiciary.uk/prevention-of-future-death-reports/graham-2013-0327/
4 December 2013,,2013-0325,Marjorie Evelyne Keogh,,Donald Coutts-Wood,Leicester City and South Leicestershire,Care Home Health,,,https://www.judiciary.uk/prevention-of-future-death-reports/keogh-2013-0325/
3 December 2013,,2013-0323,Abdullahi Sharif Abokar,,M E Hassell,Inner North London,Hospital Related Death,,,https://www.judiciary.uk/prevention-of-future-death-reports/abokar-2013-0323/
3 December 2013,,2013-0322,Agostino Costa,,M E Hassell,Inner North London,Hospital Related Death,,,https://www.judiciary.uk/prevention-of-future-death-reports/costa-2013-0322/
4 December 2013,,2013-0321,Yuki Ivy Norman-Knight,,David Osborne,Norfolk,Community Health Care and Emergency Services Related Death,,,https://www.judiciary.uk/prevention-of-future-death-reports/norman-knight-2013-0321/
2 December 2013,,2013-0320,Michael James Meyler,,Caroline Sarah Sumeray,Manchester City,State Custody Death,,,https://www.judiciary.uk/prevention-of-future-death-reports/meyler-2013-0320/
22 November 2013,,2013-0316,Garrett Joseph Franklin Elsey,,Terence G. Moore,Avon,Other,,,https://www.judiciary.uk/prevention-of-future-death-reports/elsey-2013-0316/
